employee_id,store_id,first_name,last_name,role,job_family,employment_type,start_date,contracted_hours_per_week,base_hourly_rate,insurance_enrolled,flexibility_preference,is_high_leave_balance,is_new_starter,is_high_flexibility
484,4,Isaac,Tucker,Department Supervisor,Supervisor,full_time,2023-08-06,37.7,30.56,True,0.569,False,False,False
485,8,Hayley,Hardy,Checkout / Front End,Checkout,full_time,2017-09-26,34.3,27.65,True,0.581,False,False,False
486,8,Michael,Boyce,Fresh Foods,Fresh,casual,2024-02-03,25.0,25.44,True,0.751,False,False,False
487,7,Oliver,Day,Department Supervisor,Supervisor,full_time,2022-05-17,40.0,28.26,True,0.589,False,False,False
488,3,Shaun,Reid,Checkout / Front End,Checkout,part_time,2019-01-25,19.8,27.02,False,0.559,False,False,False
489,3,Stephanie,Doyle,Checkout / Front End,Checkout,part_time,2015-12-15,9.9,27.16,False,0.723,False,False,False
490,12,Sean,Carr,Store Management,Management,full_time,2024-07-17,38.0,45.49,False,0.767,False,False,False
491,4,Bernard,Prentice,Department Supervisor,Supervisor,part_time,2022-10-01,11.3,28.34,False,0.588,False,False,False
492,2,Grant,Martin,Fresh Foods,Fresh,part_time,2016-11-12,26.8,28.5,True,0.901,False,False,True
493,6,Blair,Waugh,Department Supervisor,Supervisor,full_time,2026-05-25,39.5,30.26,True,0.448,False,False,False
494,1,Trent,Norman,Checkout / Front End,Checkout,casual,2019-05-30,12.8,25.56,True,0.431,False,False,False
495,5,Andrew,Phillips,Grocery / Nightfill,Grocery,casual,2025-12-15,0.0,25.02,False,0.789,False,False,False
496,11,Holly,Jenkins,Online / Click & Collect,Online,part_time,2022-05-15,12.1,28.49,True,0.718,False,False,False
497,4,Stephen,Eden,Checkout / Front End,Checkout,full_time,2023-06-22,39.2,24.72,False,0.72,False,False,False
498,9,Brett,Ryan,Department Supervisor,Supervisor,part_time,2025-10-05,25.3,32.96,True,0.682,False,False,False
499,6,Joseph,Burton,Fresh Foods,Fresh,full_time,2025-11-04,40.0,27.88,True,0.942,False,False,True
500,5,Angela,MacDonald,Department Supervisor,Supervisor,part_time,2021-10-23,8.4,32.41,True,0.773,False,False,False
501,8,Jessica,McDonald,Grocery / Nightfill,Grocery,casual,2019-07-06,14.4,26.64,False,0.826,False,False,False
502,8,Mark,Cunningham,Grocery / Nightfill,Grocery,casual,2026-05-24,20.1,27.08,True,0.82,False,True,False
503,4,Karen,Flood,Checkout / Front End,Checkout,casual,2022-06-22,0.0,25.14,True,0.598,False,False,False
504,3,Mary,Warren,Checkout / Front End,Checkout,part_time,2020-11-13,18.0,24.5,True,0.893,False,False,True
505,12,Richard,Love,Department Supervisor,Supervisor,part_time,2025-10-21,19.6,31.59,False,0.917,False,False,True
506,3,Julia,Bailey,Checkout / Front End,Checkout,part_time,2020-04-30,16.2,25.74,False,0.759,False,False,False
507,12,Oliver,Jefferies,Checkout / Front End,Checkout,part_time,2020-01-28,8.0,24.93,True,0.682,False,False,False
508,6,Christopher,McIsaac,Checkout / Front End,Checkout,part_time,2014-05-13,16.0,25.15,False,0.674,True,False,False
509,12,Robert,Turner,Checkout / Front End,Checkout,full_time,2023-11-25,36.7,25.66,True,0.458,False,False,False
510,5,Michael,Bradley,Department Supervisor,Supervisor,full_time,2024-02-29,37.1,28.42,False,0.774,False,False,False
511,7,Paul,Holmes,Grocery / Nightfill,Grocery,part_time,2020-03-27,14.6,24.67,True,1.0,False,False,False
512,8,Hannah,Neilson,Other / Support,Support,full_time,2020-01-28,36.4,29.54,True,0.538,False,False,False
513,5,Kathleen,Hodson,Checkout / Front End,Checkout,full_time,2024-05-29,37.4,25.59,False,0.636,False,False,False
514,3,Logan,Martin,Fresh Foods,Fresh,casual,2023-12-27,15.5,29.42,True,0.522,False,False,False
515,7,Tama,Smith,Grocery / Nightfill,Grocery,casual,2020-12-18,9.6,27.39,True,0.513,False,False,False
516,8,Mikaere,Knight,Grocery / Nightfill,Grocery,part_time,2025-05-06,15.5,24.93,False,0.96,False,False,False
517,4,Joshua,Robert,Store Management,Management,casual,2024-01-04,12.7,43.44,False,0.472,False,False,False
518,10,Brooklyn,McLeod,Other / Support,Support,casual,2022-05-30,0.0,27.8,True,0.516,False,False,False
519,8,Brian,Aitken,Store Management,Management,full_time,2019-07-05,38.7,43.05,False,0.271,False,False,False
520,2,Gary,Thomas,Checkout / Front End,Checkout,part_time,2024-08-18,18.0,24.84,False,0.453,False,False,False
521,12,John,Bright,Checkout / Front End,Checkout,part_time,2026-05-25,18.2,25.16,True,0.244,False,False,False
522,1,Lauren,Caldwell,Fresh Foods,Fresh,full_time,2026-05-25,39.9,25.34,False,0.759,False,False,False
523,8,Denise,Davis,Checkout / Front End,Checkout,casual,2026-05-25,0.0,26.61,True,1.0,False,False,False
524,6,Leo,Taylor,Online / Click & Collect,Online,part_time,2026-05-25,8.0,28.45,False,0.539,False,False,False
525,8,Simon,Hardy,Fresh Foods,Fresh,part_time,2023-03-11,19.6,28.02,True,0.253,False,False,False
526,10,Susan,Eden,Fresh Foods,Fresh,full_time,2026-05-25,37.5,28.2,True,0.818,False,False,False
527,9,Evie,Jeffries,Department Supervisor,Supervisor,full_time,2024-12-11,37.9,33.91,True,0.46,False,False,False
528,8,Ruby,Roberts,Online / Click & Collect,Online,casual,2025-03-04,8.3,27.37,True,0.906,False,False,False
529,11,William,Miller,Checkout / Front End,Checkout,full_time,2024-02-08,39.2,24.64,False,0.558,False,False,False
530,9,Amber,Baker,Checkout / Front End,Checkout,full_time,2018-06-19,39.8,27.53,False,0.481,False,False,False
531,10,Adam,Low,Fresh Foods,Fresh,part_time,2020-07-30,20.9,26.64,True,0.581,False,False,False
532,5,Kyle,Nicol,Grocery / Nightfill,Grocery,part_time,2022-08-24,16.4,24.51,True,0.787,False,False,False
533,3,Luke,Thomas,Checkout / Front End,Checkout,part_time,2024-03-03,8.0,26.28,True,0.57,False,False,False
534,3,Olivia,Clifford,Grocery / Nightfill,Grocery,part_time,2024-01-31,22.6,27.31,True,0.511,False,False,False
535,8,Blair,Phillips,Department Supervisor,Supervisor,full_time,2021-08-24,40.0,29.54,True,0.576,False,False,False
536,7,Joshua,Jeffries,Department Supervisor,Supervisor,full_time,2020-10-29,39.1,30.95,False,0.34,False,False,False
537,1,Simon,Love,Fresh Foods,Fresh,casual,2025-08-07,5.0,25.78,False,0.707,False,False,False
538,3,Michael,Atkinson,Grocery / Nightfill,Grocery,part_time,2022-07-31,22.0,24.67,True,0.227,False,False,False
539,12,Hayden,Smart,Checkout / Front End,Checkout,part_time,2026-05-25,23.2,24.78,True,0.889,False,False,True
540,9,Amy,Reid,Fresh Foods,Fresh,part_time,2022-01-07,27.4,28.27,False,0.787,False,False,False
541,10,Hannah,McIntyre,Checkout / Front End,Checkout,casual,2020-04-04,5.0,27.52,True,0.687,False,False,False
542,3,Shelley,Hooper,Fresh Foods,Fresh,full_time,2023-08-05,36.9,25.64,True,0.87,False,False,True
543,1,Elizabeth,Kennedy,Online / Click & Collect,Online,part_time,2016-11-18,22.5,26.01,True,0.606,False,False,False
544,4,Katherine,Howard,Checkout / Front End,Checkout,part_time,2025-07-08,18.3,25.18,True,0.877,False,False,False
545,11,Julie,McLean,Checkout / Front End,Checkout,part_time,2021-12-31,11.3,24.59,True,0.823,False,False,False
546,7,Yvonne,Barnett,Checkout / Front End,Checkout,casual,2022-10-23,15.3,26.44,False,0.718,False,False,False
547,10,Melissa,Patchett,Store Management,Management,part_time,2023-01-07,21.5,43.2,True,0.824,False,False,False
548,6,Anthony,Pearce,Fresh Foods,Fresh,casual,2026-05-12,12.7,27.92,False,0.785,False,True,False
549,6,Craig,Perry,Checkout / Front End,Checkout,casual,2022-05-09,13.8,25.86,True,0.523,False,False,False
550,8,Jane,Martin,Store Management,Management,part_time,2019-12-25,16.4,40.88,False,0.324,False,False,False
551,12,Renee,Fisher,Grocery / Nightfill,Grocery,casual,2018-04-15,23.8,24.78,True,0.712,False,False,False
552,6,Bradley,Jones,Grocery / Nightfill,Grocery,part_time,2022-09-14,12.6,24.96,True,0.74,False,False,False
553,8,Michael,Burgess,Other / Support,Support,casual,2020-02-02,7.3,29.62,True,0.86,False,False,False
554,12,Nicola,Jeffries,Checkout / Front End,Checkout,part_time,2024-12-10,18.1,27.17,True,0.414,False,False,False
555,5,Brooke,Knight,Checkout / Front End,Checkout,part_time,2020-03-30,23.3,27.73,True,0.421,False,False,False
556,11,Matthew,Carr,Fresh Foods,Fresh,part_time,2025-02-18,9.0,29.13,False,0.721,False,False,False
557,7,Brett,Cole,Checkout / Front End,Checkout,full_time,2019-03-17,34.2,26.77,True,0.604,False,False,False
558,11,Peter,Fisher,Online / Click & Collect,Online,part_time,2015-08-16,8.0,28.25,True,0.205,False,False,False
559,6,Nathan,Carter,Checkout / Front End,Checkout,casual,2023-02-01,12.3,25.96,True,0.703,False,False,False
560,8,Richard,Gibbons,Checkout / Front End,Checkout,part_time,2026-05-25,11.3,24.51,False,0.212,False,False,False
561,4,Richard,Wilton,Checkout / Front End,Checkout,full_time,2024-06-13,36.5,24.72,False,0.875,False,False,True
562,8,Te Ariki,Miles,Grocery / Nightfill,Grocery,part_time,2026-04-24,22.0,24.83,False,0.917,False,True,False
563,4,Jeremy,Thompson,Checkout / Front End,Checkout,full_time,2020-12-04,35.9,24.83,True,1.0,False,False,False
564,8,Kirsty,MacDonald,Checkout / Front End,Checkout,full_time,2021-11-25,38.1,25.73,False,0.353,False,False,False
565,10,Janet,Smith,Store Management,Management,casual,2019-06-21,9.6,43.22,False,0.548,False,False,False
566,6,Peter,Foot,Grocery / Nightfill,Grocery,part_time,2021-02-22,22.0,26.87,True,0.629,False,False,False
567,6,Shane,Higgins,Grocery / Nightfill,Grocery,part_time,2018-10-19,20.9,26.27,True,1.0,False,False,False
568,4,Benjamin,Ward,Checkout / Front End,Checkout,part_time,2019-10-03,13.8,25.01,False,0.512,False,False,False
569,9,Shane,Mason,Grocery / Nightfill,Grocery,full_time,2017-10-29,37.1,26.74,True,0.515,False,False,False
570,8,Charlotte,Dillon,Checkout / Front End,Checkout,full_time,2021-07-19,40.0,25.74,False,0.961,False,False,False
571,7,James,Boyce,Fresh Foods,Fresh,part_time,2019-10-19,20.4,25.06,True,0.538,False,False,False
572,1,Simon,Turner,Checkout / Front End,Checkout,part_time,2023-09-06,9.6,25.48,True,0.779,False,False,False
573,2,Caleb,Laurenson,Store Management,Management,casual,2024-08-15,17.2,37.29,True,0.295,False,False,False
574,1,Andrew,Roberts,Other / Support,Support,part_time,2026-06-12,11.5,26.01,False,0.582,False,True,False
575,11,Dylan,Stewart,Checkout / Front End,Checkout,part_time,2022-01-02,26.5,27.34,False,0.255,False,False,False
576,11,Maria,Wallace,Checkout / Front End,Checkout,casual,2020-02-14,20.2,27.16,True,0.388,False,False,False
577,1,Anna,Wallis,Checkout / Front End,Checkout,casual,2022-04-20,14.3,26.93,True,0.805,False,False,False
578,1,Paul,Lee,Fresh Foods,Fresh,part_time,2024-07-28,18.9,25.63,True,0.609,False,False,False
579,10,Victoria,Davies,Checkout / Front End,Checkout,casual,2022-08-30,10.3,27.33,True,0.863,False,False,True
580,7,Ashleigh,McGregor,Store Management,Management,casual,2018-02-06,17.4,42.83,False,0.455,False,False,False
581,4,Wendy,O'Sullivan,Department Supervisor,Supervisor,casual,2020-12-02,9.0,29.17,True,0.571,False,False,False
582,8,Maraea,Love,Department Supervisor,Supervisor,full_time,2026-05-25,38.1,31.89,True,0.686,False,False,False
583,3,Robert,Clifford,Fresh Foods,Fresh,part_time,2023-05-21,23.2,27.18,True,0.836,False,False,False
584,3,Summer,Green,Other / Support,Support,part_time,2016-12-28,14.6,26.92,False,0.042,False,False,False
585,5,Alex,Smith,Checkout / Front End,Checkout,part_time,2023-05-19,14.3,24.89,True,0.437,False,False,False
586,11,Stephen,Kennedy,Grocery / Nightfill,Grocery,part_time,2026-05-25,10.8,26.05,False,0.655,False,False,False
587,10,Sophie,Roberts,Grocery / Nightfill,Grocery,casual,2016-08-21,3.5,24.8,True,0.598,False,False,False
588,3,John,Perry,Other / Support,Support,casual,2026-06-12,0.0,25.4,True,0.709,False,True,False
589,7,Jan,Walton,Fresh Foods,Fresh,part_time,2022-12-02,22.4,25.6,False,0.679,False,False,False
590,11,Peter,McIntyre,Department Supervisor,Supervisor,part_time,2023-11-20,28.9,33.72,True,0.553,False,False,False
591,12,Jason,Jackson,Checkout / Front End,Checkout,part_time,2019-03-26,26.6,25.5,False,0.504,False,False,False
592,10,Ann,Hughes,Other / Support,Support,part_time,2024-06-06,8.2,26.45,True,0.566,False,False,False
593,2,Paige,Small,Grocery / Nightfill,Grocery,full_time,2019-01-08,39.3,25.47,False,0.873,False,False,False
594,3,Lucy,Moran,Grocery / Nightfill,Grocery,full_time,2020-12-17,40.0,27.19,False,0.459,False,False,False
595,3,Noah,Nicholson,Other / Support,Support,casual,2021-11-30,8.3,27.6,False,0.606,False,False,False
596,2,Max,Gilchrist,Grocery / Nightfill,Grocery,part_time,2026-04-13,18.6,27.26,True,0.66,False,True,False
597,3,Mahi,Beattie,Grocery / Nightfill,Grocery,casual,2023-04-04,0.0,25.4,False,0.963,False,False,False
598,4,Daniel,Little,Fresh Foods,Fresh,part_time,2019-05-08,19.6,25.52,False,0.554,False,False,False
599,7,James,Patterson,Checkout / Front End,Checkout,casual,2025-06-19,3.5,26.45,True,0.831,False,False,False
600,5,Alyssa,Conway,Grocery / Nightfill,Grocery,part_time,2026-05-25,19.2,25.54,True,0.891,False,False,False
601,6,Michael,Pritchard,Checkout / Front End,Checkout,casual,2020-09-23,0.0,27.31,False,0.606,False,False,False
602,3,Philip,Doherty,Checkout / Front End,Checkout,full_time,2020-09-04,38.9,27.58,True,0.574,False,False,False
603,2,Charlotte,Boyce,Store Management,Management,part_time,2021-02-27,24.1,39.56,False,0.548,False,False,False
604,12,Martin,Forrest,Fresh Foods,Fresh,casual,2021-05-23,5.7,29.37,False,0.564,False,False,False
605,8,Adrian,Francis,Grocery / Nightfill,Grocery,casual,2023-09-21,2.9,26.16,True,0.939,False,False,True
606,3,Kauri,Anderson,Grocery / Nightfill,Grocery,casual,2020-03-05,0.0,25.31,True,0.671,False,False,False
607,10,Paul,Bishop,Grocery / Nightfill,Grocery,full_time,2022-11-04,36.8,25.97,True,0.672,False,False,False
608,10,Shane,Holland,Fresh Foods,Fresh,part_time,2024-04-03,14.5,25.17,True,0.987,False,False,True
609,12,Sarah,Douglas,Other / Support,Support,full_time,2023-09-11,33.6,28.92,False,0.407,False,False,False
610,2,Scarlett,Judd,Other / Support,Support,full_time,2016-03-25,38.6,25.06,True,1.0,False,False,False
611,8,David,McDonald,Grocery / Nightfill,Grocery,part_time,2026-05-25,15.3,25.43,True,0.581,False,False,False
612,12,Mason,Matthews,Grocery / Nightfill,Grocery,part_time,2021-02-04,11.5,26.2,False,0.45,False,False,False
613,10,Sharon,Carr,Grocery / Nightfill,Grocery,casual,2026-05-25,7.6,24.63,True,0.935,False,False,False
614,3,William,Gardiner,Fresh Foods,Fresh,casual,2023-01-16,20.6,25.36,False,0.682,False,False,False
615,11,Edward,Mann,Grocery / Nightfill,Grocery,part_time,2024-01-31,21.6,26.59,True,0.747,False,False,False
616,6,Ethan,Ryan,Fresh Foods,Fresh,casual,2026-05-25,11.0,25.32,True,0.59,False,False,False
617,6,Richard,Pearson,Fresh Foods,Fresh,full_time,2021-06-14,39.0,27.15,True,0.55,False,False,False
618,7,Sarah,Turnbull,Grocery / Nightfill,Grocery,full_time,2023-11-30,34.6,25.52,False,0.583,False,False,False
619,10,Grace,Paul,Grocery / Nightfill,Grocery,part_time,2026-05-25,18.2,25.18,False,0.316,False,False,False
620,2,Steven,Moore,Grocery / Nightfill,Grocery,casual,2020-01-04,13.2,25.07,False,0.601,False,False,False
621,7,Rebecca,Anderson,Checkout / Front End,Checkout,full_time,2018-02-07,36.3,27.17,False,0.685,False,False,False
622,10,Lydia,Rowlands,Checkout / Front End,Checkout,part_time,2017-12-05,20.6,27.83,False,0.857,False,False,True
623,7,Jenna,Taylor,Online / Click & Collect,Online,part_time,2021-07-19,13.3,25.49,False,0.639,False,False,False
624,4,Jacob,Fitzgerald,Grocery / Nightfill,Grocery,full_time,2022-07-20,38.8,27.38,True,0.106,False,False,False
625,1,Joel,MacDonald,Checkout / Front End,Checkout,part_time,2018-06-12,21.3,26.58,False,0.599,False,False,False
626,7,Kaia,O'Connor,Fresh Foods,Fresh,casual,2017-04-24,0.0,27.89,False,1.0,False,False,False
627,9,James,Jamieson,Department Supervisor,Supervisor,part_time,2019-01-26,25.1,32.26,False,0.811,False,False,False
628,7,Timothy,Ferguson,Checkout / Front End,Checkout,full_time,2025-09-16,30.0,26.96,True,0.442,False,False,False
629,12,Alex,Hills,Department Supervisor,Supervisor,casual,2022-01-19,7.1,32.92,True,0.75,False,False,False
630,8,Catherine,Bell,Other / Support,Support,part_time,2021-04-16,24.2,27.16,False,0.457,False,False,False
631,7,Isaac,McDonald,Fresh Foods,Fresh,casual,2026-04-17,9.5,27.4,True,0.322,False,True,False
632,1,Joshua,Hoskins,Online / Click & Collect,Online,part_time,2021-03-12,9.2,26.13,True,0.543,False,False,False
633,7,Alison,Olsen,Checkout / Front End,Checkout,part_time,2015-06-04,11.4,24.87,False,0.64,True,False,False
634,3,Jade,Laurenson,Other / Support,Support,part_time,2020-08-25,24.2,28.16,True,0.208,False,False,False
635,9,Richard,Hart,Grocery / Nightfill,Grocery,full_time,2017-12-24,32.7,24.6,True,0.367,False,False,False
636,2,Aimee,Greig,Other / Support,Support,casual,2022-02-10,21.0,26.02,True,0.622,False,False,False
637,11,Sam,Williams,Fresh Foods,Fresh,full_time,2022-12-06,37.4,25.42,True,0.53,False,False,False
638,4,Shane,Best,Checkout / Front End,Checkout,full_time,2021-06-23,34.5,25.17,False,0.707,False,False,False
639,6,Shane,Fowler,Checkout / Front End,Checkout,part_time,2025-04-22,14.5,26.74,False,0.353,False,False,False
640,2,Simon,Hodson,Online / Click & Collect,Online,part_time,2025-10-12,11.9,27.2,False,0.777,False,False,False
641,3,Julie,Morrison,Fresh Foods,Fresh,casual,2026-04-20,18.9,26.89,False,0.36,False,True,False
642,12,Murray,Russell,Checkout / Front End,Checkout,casual,2018-04-22,17.9,24.82,False,0.981,False,False,False
643,4,Shaun,Jones,Online / Click & Collect,Online,part_time,2026-06-20,8.0,26.52,True,0.243,False,True,False
644,7,Christopher,Coley,Store Management,Management,part_time,2019-08-07,15.6,37.64,False,0.38,False,False,False
645,12,Troy,Kennedy,Grocery / Nightfill,Grocery,full_time,2022-12-22,35.3,26.66,True,0.712,False,False,False
646,8,Sophia,Anderson,Grocery / Nightfill,Grocery,part_time,2021-08-10,25.8,26.24,True,0.986,False,False,False
647,1,Sandra,Smith,Checkout / Front End,Checkout,casual,2021-03-23,1.2,26.22,False,0.689,False,False,False
648,5,Miriama,Turner,Department Supervisor,Supervisor,part_time,2019-07-07,27.6,30.92,False,0.952,False,False,True
649,5,Aidan,Drake,Grocery / Nightfill,Grocery,part_time,2022-06-07,17.8,27.4,True,0.624,False,False,False
650,4,John,Stevens,Store Management,Management,part_time,2018-03-08,11.0,44.1,False,0.394,False,False,False
